,2035,2040,2050
18JUN12:00,2,1,2
18JUN13:00,2,1,2
18JUN14:00,2,1,2
18JUN15:00,3,1,2
18JUN16:00,19,3,29
18JUN17:00,45,36,38
18JUN18:00,47,37,41
18JUN19:00,48,44,41
18JUN20:00,48,36,41
18JUN21:00,47,36,41
18JUN22:00,46,4,41
18JUN23:00,45,2,41
19JUN00:00,45,2,41
19JUN01:00,45,2,41
19JUN02:00,45,2,40
19JUN03:00,45,2,40
19JUN04:00,45,2,41
19JUN05:00,44,2,38
19JUN06:00,43,2,37
19JUN07:00,25,1,33
19JUN08:00,6,1,5
19JUN09:00,3,1,2
19JUN10:00,3,1,2
19JUN11:00,2,1,2
19JUN12:00,2,1,2
19JUN13:00,2,1,2
19JUN14:00,2,1,2
19JUN15:00,2,2,2
19JUN16:00,2,35,4
19JUN17:00,5,46,34
19JUN18:00,34,48,38
19JUN19:00,41,48,38
19JUN20:00,41,48,39
19JUN21:00,40,48,39
19JUN22:00,39,48,38
19JUN23:00,39,47,38
20JUN00:00,42,41,39
20JUN01:00,42,40,39
20JUN02:00,43,40,39
20JUN03:00,44,40,39
20JUN04:00,45,41,39
20JUN05:00,44,39,39
20JUN06:00,44,36,37
20JUN07:00,39,28,28
20JUN08:00,9,21,4
20JUN09:00,6,12,4
20JUN10:00,6,10,4
20JUN11:00,6,9,4
20JUN12:00,6,9,4
20JUN13:00,6,9,4
20JUN14:00,6,9,4
20JUN15:00,38,9,28
20JUN16:00,45,9,36
20JUN17:00,47,14,41
20JUN18:00,57,31,51
20JUN19:00,58,37,52
20JUN20:00,58,37,52
20JUN21:00,58,37,52
20JUN22:00,58,35,52
20JUN23:00,58,36,52
21JUN00:00,58,38,52
21JUN01:00,58,39,52
21JUN02:00,58,40,52
21JUN03:00,58,40,52
21JUN04:00,58,40,52
21JUN05:00,58,40,51
21JUN06:00,53,39,42
21JUN07:00,45,36,35
21JUN08:00,43,15,28
21JUN09:00,39,14,28
21JUN10:00,39,14,28
21JUN11:00,39,14,28
21JUN12:00,39,14,28
21JUN13:00,39,14,28
21JUN14:00,39,18,28
21JUN15:00,39,35,28
21JUN16:00,45,40,37
21JUN17:00,47,43,45
21JUN18:00,57,52,51
21JUN19:00,58,52,51
21JUN20:00,57,52,51
21JUN21:00,57,52,51
21JUN22:00,56,52,51
21JUN23:00,56,52,51
22JUN00:00,47,52,51
22JUN01:00,47,52,51
22JUN02:00,47,52,51
22JUN03:00,47,52,51
22JUN04:00,47,52,51
22JUN05:00,47,52,51
22JUN06:00,46,45,49
22JUN07:00,44,41,37
22JUN08:00,43,36,21
22JUN09:00,37,36,19
22JUN10:00,37,36,19
22JUN11:00,37,36,19
22JUN12:00,37,36,19
22JUN13:00,37,36,19
22JUN14:00,37,36,19
22JUN15:00,39,39,20
22JUN16:00,43,40,36
22JUN17:00,44,45,40
22JUN18:00,45,53,48
22JUN19:00,46,53,48
22JUN20:00,45,53,48
22JUN21:00,45,53,48
22JUN22:00,44,53,46
22JUN23:00,43,53,46
23JUN00:00,43,53,46
23JUN01:00,43,53,46
23JUN02:00,43,53,46
23JUN03:00,43,53,46
23JUN04:00,43,53,45
23JUN05:00,42,53,40
23JUN06:00,39,52,34
23JUN07:00,31,42,18
23JUN08:00,9,40,13
23JUN09:00,8,38,13
23JUN10:00,8,38,13
23JUN11:00,8,38,13
23JUN12:00,8,38,13
23JUN13:00,8,38,13
23JUN14:00,8,38,13
23JUN15:00,8,39,13
23JUN16:00,9,41,18
23JUN17:00,28,43,34
23JUN18:00,31,49,36
23JUN19:00,31,50,36
23JUN20:00,28,49,36
23JUN21:00,27,49,36
23JUN22:00,27,45,36
23JUN23:00,27,43,36
24JUN00:00,27,42,36
24JUN01:00,28,41,36
24JUN02:00,28,41,36
24JUN03:00,28,41,36
24JUN04:00,28,41,36
24JUN05:00,28,38,35
24JUN06:00,25,35,18
24JUN07:00,9,26,13
24JUN08:00,1,14,12
24JUN09:00,1,14,12
24JUN10:00,1,14,12
24JUN11:00,1,12,12
24JUN12:00,1,14,12
24JUN13:00,1,14,12
24JUN14:00,2,14,12
24JUN15:00,5,14,13
24JUN16:00,8,14,13
24JUN17:00,26,26,30
24JUN18:00,36,26,37
24JUN19:00,36,26,37
24JUN20:00,35,26,37
24JUN21:00,35,26,37
24JUN22:00,34,25,37
24JUN23:00,34,25,37
25JUN00:00,37,27,38
25JUN01:00,38,27,38
25JUN02:00,38,27,38
25JUN03:00,38,27,38
25JUN04:00,39,27,38
25JUN05:00,38,26,38
25JUN06:00,38,14,36
25JUN07:00,29,9,21
25JUN08:00,20,9,14
25JUN09:00,19,6,13
25JUN10:00,19,6,13
25JUN11:00,19,6,13
25JUN12:00,19,6,13
25JUN13:00,19,6,13
25JUN14:00,19,9,13
25JUN15:00,19,9,15
25JUN16:00,28,9,22
25JUN17:00,40,28,36
25JUN18:00,41,36,37
25JUN19:00,41,36,37
25JUN20:00,41,36,37
25JUN21:00,40,36,37
25JUN22:00,40,35,37
25JUN23:00,39,36,37
26JUN00:00,32,37,5
26JUN01:00,31,37,5
26JUN02:00,32,37,5
26JUN03:00,33,37,5
26JUN04:00,33,37,5
26JUN05:00,33,37,5
26JUN06:00,33,37,4
26JUN07:00,26,28,2
26JUN08:00,19,11,1
26JUN09:00,18,9,1
26JUN10:00,18,9,1
26JUN11:00,18,9,1
26JUN12:00,18,9,1
26JUN13:00,18,9,1
26JUN14:00,18,9,1
26JUN15:00,18,9,1
26JUN16:00,24,28,2
26JUN17:00,34,37,4
26JUN18:00,37,38,42
26JUN19:00,37,38,42
26JUN20:00,37,38,42
26JUN21:00,36,38,42
26JUN22:00,35,38,41
26JUN23:00,35,38,41
27JUN00:00,40,38,43
27JUN01:00,40,38,43
27JUN02:00,40,38,43
27JUN03:00,40,38,43
27JUN04:00,41,38,43
27JUN05:00,40,38,42
27JUN06:00,40,28,40
27JUN07:00,37,20,4
27JUN08:00,33,9,3
27JUN09:00,33,9,3
27JUN10:00,33,9,3
27JUN11:00,33,9,3
27JUN12:00,33,9,3
27JUN13:00,33,9,3
27JUN14:00,33,9,3
27JUN15:00,35,9,3
27JUN16:00,40,9,37
27JUN17:00,61,37,51
27JUN18:00,63,39,52
27JUN19:00,63,40,52
27JUN20:00,63,40,52
27JUN21:00,63,39,52
27JUN22:00,61,38,52
27JUN23:00,61,38,52
28JUN00:00,61,40,52
28JUN01:00,61,40,52
28JUN02:00,62,40,52
28JUN03:00,63,40,52
28JUN04:00,63,41,52
28JUN05:00,63,40,52
28JUN06:00,63,40,52
28JUN07:00,52,38,48
28JUN08:00,41,35,4
28JUN09:00,39,35,3
28JUN10:00,39,35,3
28JUN11:00,39,35,3
28JUN12:00,39,35,3
28JUN13:00,39,35,3
28JUN14:00,39,35,3
28JUN15:00,40,39,5
28JUN16:00,59,41,50
28JUN17:00,83,54,55
28JUN18:00,95,55,58
28JUN19:00,95,55,58
28JUN20:00,95,55,58
28JUN21:00,95,55,58
28JUN22:00,94,54,58
28JUN23:00,93,54,57
29JUN00:00,93,55,58
29JUN01:00,93,55,58
29JUN02:00,93,55,58
29JUN03:00,94,55,58
29JUN04:00,95,55,58
29JUN05:00,95,55,57
29JUN06:00,85,55,54
29JUN07:00,62,43,50
29JUN08:00,41,41,5
29JUN09:00,39,40,3
29JUN10:00,39,40,3
29JUN11:00,39,40,3
29JUN12:00,39,40,3
29JUN13:00,39,40,3
29JUN14:00,39,40,3
29JUN15:00,42,42,37
29JUN16:00,62,44,51
29JUN17:00,93,57,56
29JUN18:00,96,61,58
29JUN19:00,97,61,58
29JUN20:00,96,61,58
29JUN21:00,96,61,58
29JUN22:00,96,61,58
29JUN23:00,95,61,58
30JUN00:00,91,61,58
30JUN01:00,91,61,58
30JUN02:00,91,61,58
30JUN03:00,91,61,58
30JUN04:00,91,61,58
30JUN05:00,89,61,56
30JUN06:00,63,61,51
30JUN07:00,39,57,37
30JUN08:00,20,28,1
30JUN09:00,20,28,1
30JUN10:00,20,28,1
30JUN11:00,20,28,1
30JUN12:00,20,28,1
30JUN13:00,20,28,1
30JUN14:00,21,28,1
30JUN15:00,22,30,1
30JUN16:00,39,59,42
30JUN17:00,67,61,53
30JUN18:00,89,63,56
30JUN19:00,89,63,56
30JUN20:00,89,63,56
30JUN21:00,89,63,56
30JUN22:00,89,63,56
30JUN23:00,89,63,56
01JUL00:00,89,62,56
01JUL01:00,89,61,56
01JUL02:00,89,61,56
01JUL03:00,89,61,56
01JUL04:00,89,61,56
01JUL05:00,67,61,55
01JUL06:00,60,59,51
01JUL07:00,39,28,3
01JUL08:00,19,16,1
01JUL09:00,19,14,1
01JUL10:00,19,14,1
01JUL11:00,19,14,1
01JUL12:00,19,14,1
01JUL13:00,19,14,1
01JUL14:00,19,14,1
01JUL15:00,21,18,1
01JUL16:00,39,33,41
01JUL17:00,64,60,53
01JUL18:00,89,61,56
01JUL19:00,90,61,56
01JUL20:00,90,61,56
01JUL21:00,90,61,56
01JUL22:00,89,61,56
01JUL23:00,89,61,56
02JUL00:00,90,61,56
02JUL01:00,90,61,56
02JUL02:00,90,61,56
02JUL03:00,90,61,56
02JUL04:00,90,61,56
02JUL05:00,89,60,56
02JUL06:00,69,58,52
02JUL07:00,41,28,39
02JUL08:00,21,13,1
02JUL09:00,21,12,1
02JUL10:00,21,12,1
02JUL11:00,21,12,1
02JUL12:00,21,12,1
02JUL13:00,21,12,1
02JUL14:00,21,14,1
02JUL15:00,39,17,2
02JUL16:00,61,37,48
02JUL17:00,89,59,55
02JUL18:00,92,61,56
02JUL19:00,92,61,57
02JUL20:00,92,61,57
02JUL21:00,92,61,57
02JUL22:00,91,61,57
02JUL23:00,91,61,56
03JUL00:00,92,61,57
03JUL01:00,92,61,57
03JUL02:00,92,61,57
03JUL03:00,92,61,57
03JUL04:00,92,61,57
03JUL05:00,92,61,56
03JUL06:00,72,59,54
03JUL07:00,46,40,44
03JUL08:00,25,16,1
03JUL09:00,21,16,1
03JUL10:00,21,16,1
03JUL11:00,21,16,1
03JUL12:00,21,16,1
03JUL13:00,21,16,1
03JUL14:00,22,17,1
03JUL15:00,30,29,2
03JUL16:00,44,57,45
03JUL17:00,87,61,55
03JUL18:00,91,61,57
03JUL19:00,91,61,57
03JUL20:00,91,61,57
03JUL21:00,91,61,57
03JUL22:00,91,61,57
03JUL23:00,90,61,57
04JUL00:00,81,61,57
04JUL01:00,81,61,57
04JUL02:00,81,61,57
04JUL03:00,81,61,57
04JUL04:00,81,61,57
04JUL05:00,79,61,55
04JUL06:00,68,60,53
04JUL07:00,44,53,41
04JUL08:00,42,23,21
04JUL09:00,40,17,21
04JUL10:00,40,17,21
04JUL11:00,40,17,21
04JUL12:00,40,17,21
04JUL13:00,40,17,21
04JUL14:00,40,17,21
04JUL15:00,40,23,21
04JUL16:00,43,47,29
04JUL17:00,54,61,51
04JUL18:00,73,61,55
04JUL19:00,73,61,55
04JUL20:00,73,61,55
04JUL21:00,73,61,55
04JUL22:00,73,61,55
04JUL23:00,73,61,55
05JUL00:00,73,60,55
05JUL01:00,73,60,55
05JUL02:00,73,60,55
05JUL03:00,73,60,55
05JUL04:00,73,60,55
05JUL05:00,73,60,55
05JUL06:00,64,59,52
05JUL07:00,44,43,39
05JUL08:00,42,40,23
05JUL09:00,41,38,21
05JUL10:00,41,38,21
05JUL11:00,41,38,21
05JUL12:00,41,38,21
05JUL13:00,41,38,21
05JUL14:00,41,38,21
05JUL15:00,43,39,25
05JUL16:00,45,41,47
05JUL17:00,73,48,55
05JUL18:00,86,59,57
05JUL19:00,87,59,57
05JUL20:00,86,59,57
05JUL21:00,86,59,57
05JUL22:00,85,59,57
05JUL23:00,81,59,57
06JUL00:00,82,59,57
06JUL01:00,78,59,57
06JUL02:00,78,59,57
06JUL03:00,78,59,57
06JUL04:00,78,59,57
06JUL05:00,67,59,55
06JUL06:00,62,58,51
06JUL07:00,43,41,32
06JUL08:00,40,40,23
06JUL09:00,38,39,21
06JUL10:00,38,39,21
06JUL11:00,38,39,21
06JUL12:00,38,39,21
06JUL13:00,38,39,21
06JUL14:00,38,39,21
06JUL15:00,38,40,21
06JUL16:00,39,44,28
06JUL17:00,42,59,49
06JUL18:00,51,61,51
06JUL19:00,52,61,51
06JUL20:00,51,61,51
06JUL21:00,51,61,51
06JUL22:00,45,61,51
06JUL23:00,43,60,51
07JUL00:00,42,61,50
07JUL01:00,42,61,50
07JUL02:00,41,61,50
07JUL03:00,41,61,50
07JUL04:00,42,61,50
07JUL05:00,40,59,33
07JUL06:00,29,57,24
07JUL07:00,22,41,4
07JUL08:00,5,39,3
07JUL09:00,4,37,3
07JUL10:00,4,37,3
07JUL11:00,4,37,3
07JUL12:00,4,37,3
07JUL13:00,4,37,3
07JUL14:00,5,37,3
07JUL15:00,20,37,3
07JUL16:00,26,40,23
07JUL17:00,38,42,31
07JUL18:00,41,48,33
07JUL19:00,41,49,34
07JUL20:00,41,48,33
07JUL21:00,41,48,33
07JUL22:00,39,47,33
07JUL23:00,35,47,32
08JUL00:00,32,42,33
08JUL01:00,31,42,32
08JUL02:00,31,41,32
08JUL03:00,31,41,32
08JUL04:00,31,41,32
08JUL05:00,25,40,29
08JUL06:00,23,35,27
08JUL07:00,22,30,26
08JUL08:00,1,27,21
08JUL09:00,1,26,17
08JUL10:00,0,26,1
08JUL11:00,0,26,1
08JUL12:00,0,26,1
08JUL13:00,0,26,1
08JUL14:00,0,28,1
08JUL15:00,0,30,1
08JUL16:00,1,35,1
08JUL17:00,1,40,22
08JUL18:00,1,41,26
08JUL19:00,1,41,26
08JUL20:00,1,41,26
08JUL21:00,1,41,26
08JUL22:00,1,40,26
08JUL23:00,1,40,26
09JUL00:00,1,39,26
09JUL01:00,1,39,26
09JUL02:00,1,38,26
09JUL03:00,1,38,26
09JUL04:00,2,37,26
09JUL05:00,1,34,26
09JUL06:00,1,31,23
09JUL07:00,1,28,2
09JUL08:00,1,11,1
09JUL09:00,0,1,1
09JUL10:00,0,1,1
09JUL11:00,0,1,1
09JUL12:00,0,1,1
09JUL13:00,0,1,1
09JUL14:00,0,1,1
09JUL15:00,1,1,1
09JUL16:00,1,1,23
09JUL17:00,23,2,27
09JUL18:00,37,2,29
09JUL19:00,37,2,31
09JUL20:00,37,2,31
09JUL21:00,39,2,31
09JUL22:00,37,2,31
09JUL23:00,37,2,30
10JUL00:00,31,2,30
10JUL01:00,29,2,29
10JUL02:00,29,2,29
10JUL03:00,29,2,29
10JUL04:00,29,2,29
10JUL05:00,28,2,26
10JUL06:00,19,2,26
10JUL07:00,2,1,23
10JUL08:00,1,1,1
10JUL09:00,0,1,1
10JUL10:00,0,1,1
10JUL11:00,0,1,1
10JUL12:00,0,1,1
10JUL13:00,0,1,1
10JUL14:00,0,1,1
10JUL15:00,1,1,1
10JUL16:00,1,2,23
10JUL17:00,1,18,26
10JUL18:00,24,37,28
10JUL19:00,31,41,30
10JUL20:00,33,42,31
10JUL21:00,33,42,31
10JUL22:00,31,41,31
10JUL23:00,31,38,31
11JUL00:00,37,37,31
11JUL01:00,37,36,31
11JUL02:00,37,32,31
11JUL03:00,37,31,31
11JUL04:00,39,28,32
11JUL05:00,37,20,31
11JUL06:00,37,2,29
11JUL07:00,29,2,26
11JUL08:00,25,1,26
11JUL09:00,24,1,26
11JUL10:00,24,1,26
11JUL11:00,24,1,26
11JUL12:00,24,1,26
11JUL13:00,24,1,26
11JUL14:00,24,1,26
11JUL15:00,32,1,27
11JUL16:00,42,1,29
11JUL17:00,48,2,48
11JUL18:00,56,3,52
11JUL19:00,56,28,52
11JUL20:00,56,32,52
11JUL21:00,56,31,52
11JUL22:00,54,31,52
11JUL23:00,53,33,52
12JUL00:00,58,36,53
12JUL01:00,58,36,53
12JUL02:00,57,36,53
12JUL03:00,58,36,53
12JUL04:00,60,37,53
12JUL05:00,53,36,51
12JUL06:00,51,33,49
12JUL07:00,48,22,38
12JUL08:00,40,17,19
12JUL09:00,33,17,19
12JUL10:00,33,17,19
12JUL11:00,33,17,19
12JUL12:00,33,17,19
12JUL13:00,33,17,19
12JUL14:00,33,19,19
12JUL15:00,37,30,19
12JUL16:00,47,42,37
12JUL17:00,52,49,51
12JUL18:00,57,57,51
12JUL19:00,57,58,51
12JUL20:00,56,58,51
12JUL21:00,55,57,51
12JUL22:00,53,55,50
12JUL23:00,53,54,50
13JUL00:00,53,55,51
13JUL01:00,53,54,51
13JUL02:00,56,54,51
13JUL03:00,56,55,51
13JUL04:00,57,56,51
13JUL05:00,56,51,51
13JUL06:00,53,46,50
13JUL07:00,48,43,37
13JUL08:00,44,33,16
13JUL09:00,39,25,13
13JUL10:00,39,25,13
13JUL11:00,39,25,13
13JUL12:00,39,25,13
13JUL13:00,39,25,13
13JUL14:00,39,25,13
13JUL15:00,45,33,20
13JUL16:00,51,43,46
13JUL17:00,61,49,53
13JUL18:00,65,53,55
13JUL19:00,66,53,55
13JUL20:00,65,53,55
13JUL21:00,65,52,55
13JUL22:00,63,50,55
13JUL23:00,61,50,54
14JUL00:00,60,50,54
14JUL01:00,60,51,54
14JUL02:00,60,52,53
14JUL03:00,59,53,53
14JUL04:00,58,53,52
14JUL05:00,51,53,51
14JUL06:00,50,50,49
14JUL07:00,46,43,37
14JUL08:00,39,37,14
14JUL09:00,34,33,13
14JUL10:00,34,33,13
14JUL11:00,33,33,13
14JUL12:00,33,33,13
14JUL13:00,32,33,13
14JUL14:00,33,33,13
14JUL15:00,37,40,13
14JUL16:00,45,45,24
14JUL17:00,52,54,50
14JUL18:00,60,60,51
14JUL19:00,60,60,51
14JUL20:00,60,60,51
14JUL21:00,60,60,51
14JUL22:00,60,60,51
14JUL23:00,57,60,51
15JUL00:00,54,60,51
15JUL01:00,52,59,50
15JUL02:00,51,59,50
15JUL03:00,50,59,49
15JUL04:00,50,57,49
15JUL05:00,48,49,47
15JUL06:00,39,44,36
15JUL07:00,15,42,13
15JUL08:00,7,41,9
15JUL09:00,2,16,1
15JUL10:00,2,16,1
15JUL11:00,1,16,1
15JUL12:00,1,16,1
15JUL13:00,1,16,1
15JUL14:00,1,16,1
15JUL15:00,1,38,1
15JUL16:00,2,43,2
15JUL17:00,45,48,38
15JUL18:00,50,55,49
15JUL19:00,54,55,50
15JUL20:00,55,55,50
15JUL21:00,54,55,50
15JUL22:00,53,55,50
15JUL23:00,53,54,50
16JUL00:00,56,53,51
16JUL01:00,57,48,51
16JUL02:00,58,46,51
16JUL03:00,58,45,51
16JUL04:00,59,45,51
16JUL05:00,59,44,51
16JUL06:00,58,41,50
16JUL07:00,49,19,36
16JUL08:00,44,10,29
16JUL09:00,43,5,29
16JUL10:00,43,5,29
16JUL11:00,43,5,29
16JUL12:00,43,5,29
16JUL13:00,43,5,29
16JUL14:00,44,5,29
16JUL15:00,48,5,30
16JUL16:00,64,5,39
16JUL17:00,93,41,53
16JUL18:00,93,43,54
16JUL19:00,95,52,55
16JUL20:00,93,53,54
16JUL21:00,90,52,54
16JUL22:00,61,50,51
16JUL23:00,51,50,51
17JUL00:00,49,54,51
17JUL01:00,48,55,50
17JUL02:00,46,55,49
17JUL03:00,46,55,48
17JUL04:00,46,55,45
17JUL05:00,44,55,31
17JUL06:00,35,55,28
17JUL07:00,26,45,24
17JUL08:00,21,42,22
17JUL09:00,18,41,22
17JUL10:00,19,41,22
17JUL11:00,19,41,22
17JUL12:00,19,41,22
17JUL13:00,20,41,22
17JUL14:00,21,42,23
17JUL15:00,24,44,24
17JUL16:00,44,54,29
17JUL17:00,45,61,32
17JUL18:00,46,64,32
17JUL19:00,45,65,32
17JUL20:00,45,61,32
17JUL21:00,45,61,32
17JUL22:00,44,57,32
17JUL23:00,43,52,32
18JUL00:00,44,46,32
18JUL01:00,43,45,31
18JUL02:00,35,45,31
18JUL03:00,35,45,31
18JUL04:00,35,45,31
18JUL05:00,34,42,29
18JUL06:00,34,35,27
18JUL07:00,26,11,26
18JUL08:00,24,5,25
18JUL09:00,22,5,24
18JUL10:00,23,5,24
18JUL11:00,22,5,24
18JUL12:00,21,5,24
18JUL13:00,21,5,24
18JUL14:00,21,5,24
18JUL15:00,21,12,24
18JUL16:00,21,39,24
18JUL17:00,34,42,29
18JUL18:00,41,42,31
18JUL19:00,42,42,31
18JUL20:00,42,42,31
18JUL21:00,42,42,31
18JUL22:00,40,42,30
18JUL23:00,40,41,30
19JUL00:00,40,42,30
19JUL01:00,40,42,31
19JUL02:00,41,40,31
19JUL03:00,42,38,31
19JUL04:00,43,38,31
19JUL05:00,42,32,31
19JUL06:00,42,27,30
19JUL07:00,35,12,27
19JUL08:00,25,11,24
19JUL09:00,21,8,24
19JUL10:00,21,8,24
19JUL11:00,21,7,24
19JUL12:00,21,7,24
19JUL13:00,21,7,24
19JUL14:00,21,7,24
19JUL15:00,21,7,24
19JUL16:00,25,7,24
19JUL17:00,44,32,31
19JUL18:00,45,41,32
19JUL19:00,46,41,32
19JUL20:00,45,41,32
19JUL21:00,45,41,32
19JUL22:00,41,40,31
19JUL23:00,39,40,31
20JUL00:00,41,43,40
20JUL01:00,41,43,40
20JUL02:00,41,43,41
20JUL03:00,44,43,41
20JUL04:00,45,43,41
20JUL05:00,44,43,40
20JUL06:00,43,42,37
20JUL07:00,5,36,4
20JUL08:00,1,19,1
20JUL09:00,0,12,1
20JUL10:00,0,12,1
20JUL11:00,0,12,1
20JUL12:00,0,12,1
20JUL13:00,0,12,1
20JUL14:00,0,12,1
20JUL15:00,0,14,1
20JUL16:00,1,21,1
20JUL17:00,34,43,31
20JUL18:00,47,44,40
20JUL19:00,48,44,41
20JUL20:00,48,44,41
20JUL21:00,48,44,41
20JUL22:00,48,43,41
20JUL23:00,48,43,41
21JUL00:00,48,43,41
21JUL01:00,48,43,41
21JUL02:00,48,43,41
21JUL03:00,48,44,41
21JUL04:00,48,44,41
21JUL05:00,48,43,41
21JUL06:00,45,40,36
21JUL07:00,9,16,28
21JUL08:00,2,2,2
21JUL09:00,1,1,1
21JUL10:00,1,0,1
21JUL11:00,1,0,1
21JUL12:00,1,0,1
21JUL13:00,1,0,1
21JUL14:00,2,0,1
21JUL15:00,4,1,7
21JUL16:00,10,2,30
21JUL17:00,48,19,41
21JUL18:00,49,43,42
21JUL19:00,49,44,42
21JUL20:00,48,44,41
21JUL21:00,48,44,41
21JUL22:00,47,43,41
21JUL23:00,47,44,41
22JUL00:00,47,44,41
22JUL01:00,47,44,41
22JUL02:00,47,44,41
22JUL03:00,47,44,41
22JUL04:00,43,44,40
22JUL05:00,4,44,34
22JUL06:00,3,33,17
22JUL07:00,2,20,3
22JUL08:00,2,3,1
22JUL09:00,1,2,1
22JUL10:00,1,2,1
22JUL11:00,1,2,1
22JUL12:00,1,2,1
22JUL13:00,1,2,1
22JUL14:00,1,8,1
22JUL15:00,2,16,1
22JUL16:00,4,25,18
22JUL17:00,44,44,39
22JUL18:00,48,45,42
22JUL19:00,48,45,42
22JUL20:00,48,44,42
22JUL21:00,48,44,42
22JUL22:00,48,43,41
22JUL23:00,48,43,41
23JUL00:00,48,43,42
23JUL01:00,48,43,41
23JUL02:00,48,43,42
23JUL03:00,48,43,42
23JUL04:00,48,43,42
23JUL05:00,48,22,42
23JUL06:00,48,16,41
23JUL07:00,47,10,38
23JUL08:00,43,2,31
23JUL09:00,38,1,31
23JUL10:00,40,1,31
23JUL11:00,38,1,31
23JUL12:00,38,1,31
23JUL13:00,36,1,31
23JUL14:00,36,1,31
23JUL15:00,39,2,31
23JUL16:00,45,18,37
23JUL17:00,48,41,41
23JUL18:00,48,44,41
23JUL19:00,48,44,41
23JUL20:00,48,44,41
23JUL21:00,48,44,41
23JUL22:00,48,44,41
23JUL23:00,48,44,41
24JUL00:00,45,44,43
24JUL01:00,45,44,43
24JUL02:00,45,44,43
24JUL03:00,45,44,43
24JUL04:00,45,44,43
24JUL05:00,45,44,41
24JUL06:00,43,44,37
24JUL07:00,11,41,22
24JUL08:00,9,33,5
24JUL09:00,6,33,5
24JUL10:00,6,33,5
24JUL11:00,6,33,5
24JUL12:00,6,33,5
24JUL13:00,6,33,5
24JUL14:00,6,33,5
24JUL15:00,11,33,15
24JUL16:00,35,42,26
24JUL17:00,46,43,42
24JUL18:00,47,44,43
24JUL19:00,47,44,43
24JUL20:00,47,44,43
24JUL21:00,47,44,43
24JUL22:00,45,44,43
24JUL23:00,45,44,43
25JUL00:00,45,44,43
25JUL01:00,45,44,43
25JUL02:00,45,44,43
25JUL03:00,45,44,43
25JUL04:00,45,44,42
25JUL05:00,45,43,41
25JUL06:00,43,41,36
25JUL07:00,11,30,19
25JUL08:00,5,5,4
25JUL09:00,1,3,1
25JUL10:00,0,3,1
25JUL11:00,0,3,1
25JUL12:00,0,3,1
25JUL13:00,0,3,1
25JUL14:00,0,3,1
25JUL15:00,0,21,1
25JUL16:00,4,41,4
25JUL17:00,11,45,32
25JUL18:00,44,46,41
25JUL19:00,45,46,42
25JUL20:00,45,46,42
25JUL21:00,45,46,42
25JUL22:00,45,44,42
25JUL23:00,45,44,42
26JUL00:00,45,44,43
26JUL01:00,45,44,43
26JUL02:00,45,44,43
26JUL03:00,45,44,43
26JUL04:00,46,44,43
26JUL05:00,45,44,43
26JUL06:00,45,41,40
26JUL07:00,11,6,25
26JUL08:00,9,2,5
26JUL09:00,5,1,5
26JUL10:00,5,1,5
26JUL11:00,5,1,5
26JUL12:00,5,1,5
26JUL13:00,5,1,5
26JUL14:00,5,1,5
26JUL15:00,9,1,7
26JUL16:00,22,2,26
26JUL17:00,46,2,43
26JUL18:00,47,39,47
26JUL19:00,48,44,48
26JUL20:00,47,44,48
26JUL21:00,47,44,47
26JUL22:00,46,44,46
26JUL23:00,46,44,46
27JUL00:00,46,44,46
27JUL01:00,46,44,45
27JUL02:00,45,44,45
27JUL03:00,45,44,45
27JUL04:00,46,44,45
27JUL05:00,45,44,42
27JUL06:00,44,44,39
27JUL07:00,11,33,21
27JUL08:00,5,7,4
27JUL09:00,5,5,3
27JUL10:00,5,5,3
27JUL11:00,5,5,3
27JUL12:00,5,5,3
27JUL13:00,5,5,3
27JUL14:00,5,5,3
27JUL15:00,10,16,14
27JUL16:00,34,37,28
27JUL17:00,45,45,42
27JUL18:00,45,47,42
27JUL19:00,45,47,42
27JUL20:00,45,47,42
27JUL21:00,44,47,42
27JUL22:00,42,46,41
27JUL23:00,34,45,41
28JUL00:00,35,45,44
28JUL01:00,35,44,45
28JUL02:00,35,45,45
28JUL03:00,38,44,46
28JUL04:00,43,44,46
28JUL05:00,43,44,45
28JUL06:00,35,41,43
28JUL07:00,13,29,10
28JUL08:00,7,2,4
28JUL09:00,7,2,2
28JUL10:00,7,2,2
28JUL11:00,7,2,2
28JUL12:00,7,2,2
28JUL13:00,7,2,2
28JUL14:00,7,2,2
28JUL15:00,10,22,10
28JUL16:00,37,43,13
28JUL17:00,47,44,46
28JUL18:00,47,45,49
28JUL19:00,48,44,49
28JUL20:00,47,44,49
28JUL21:00,47,44,49
28JUL22:00,47,43,49
28JUL23:00,47,41,49
29JUL00:00,47,41,47
29JUL01:00,47,41,46
29JUL02:00,46,43,46
29JUL03:00,46,44,46
29JUL04:00,46,44,46
29JUL05:00,38,44,45
29JUL06:00,16,36,34
29JUL07:00,10,22,9
29JUL08:00,6,4,2
29JUL09:00,6,2,1
29JUL10:00,6,2,1
29JUL11:00,6,2,1
29JUL12:00,6,2,1
29JUL13:00,6,2,1
29JUL14:00,7,2,2
29JUL15:00,13,13,11
29JUL16:00,37,33,41
29JUL17:00,46,45,46
29JUL18:00,47,47,46
29JUL19:00,46,47,46
29JUL20:00,46,47,46
29JUL21:00,45,47,46
29JUL22:00,37,47,44
29JUL23:00,32,45,43
30JUL00:00,16,42,40
30JUL01:00,9,42,38
30JUL02:00,9,41,38
