id;scenario;process;parameter;sector;category;specification;new;groups;input_groups;output_groups;year;unit;value
52;f_tra_tokio;electricity_market_sink;costs_variable;electricity;market;[];0;;;;2021;MEUR/a;0.0
53;f_tra_tokio;electricity_market_sink;flow_volume;electricity;market;[];0;;;['sec_elec'];2021;GWh;0.0
54;f_tra_tokio;electricity_market_sink;capacity_inst;electricity;market;[];0;;;;2028;GW;0.0
55;f_tra_tokio;electricity_market_sink;capacity_new;electricity;market;[];0;;;;2028;GW;0.0
56;f_tra_tokio;electricity_market_sink;costs_investment;electricity;market;[];0;;;;2028;MEUR/a;0.0
57;f_tra_tokio;electricity_market_sink;costs_fixed;electricity;market;[];0;;;;2028;MEUR/a;0.0
58;f_tra_tokio;electricity_market_sink;costs_variable;electricity;market;[];0;;;;2028;MEUR/a;0.0
59;f_tra_tokio;electricity_market_sink;flow_volume;electricity;market;[];0;;;['sec_elec'];2028;GWh;2.8613929956102617
60;f_tra_tokio;electricity_market_sink;capacity_inst;electricity;market;[];0;;;;2035;GW;0.0
61;f_tra_tokio;electricity_market_sink;capacity_new;electricity;market;[];0;;;;2035;GW;0.0
62;f_tra_tokio;electricity_market_sink;costs_investment;electricity;market;[];0;;;;2035;MEUR/a;0.0
63;f_tra_tokio;electricity_market_sink;costs_fixed;electricity;market;[];0;;;;2035;MEUR/a;0.0
64;f_tra_tokio;electricity_market_sink;costs_variable;electricity;market;[];0;;;;2035;MEUR/a;0.0
65;f_tra_tokio;electricity_market_sink;flow_volume;electricity;market;[];0;;;['sec_elec'];2035;GWh;832.7254880536792
66;f_tra_tokio;electricity_market_sink;capacity_inst;electricity;market;[];0;;;;2042;GW;0.0
67;f_tra_tokio;electricity_market_sink;capacity_new;electricity;market;[];0;;;;2042;GW;0.0
68;f_tra_tokio;electricity_market_sink;costs_investment;electricity;market;[];0;;;;2042;MEUR/a;0.0
69;f_tra_tokio;electricity_market_sink;costs_fixed;electricity;market;[];0;;;;2042;MEUR/a;0.0
70;f_tra_tokio;electricity_market_sink;costs_variable;electricity;market;[];0;;;;2042;MEUR/a;0.0
71;f_tra_tokio;electricity_market_sink;flow_volume;electricity;market;[];0;;;['sec_elec'];2042;GWh;7047.16900019993
72;f_tra_tokio;electricity_market_sink;capacity_inst;electricity;market;[];0;;;;2049;GW;0.0
73;f_tra_tokio;electricity_market_sink;capacity_new;electricity;market;[];0;;;;2049;GW;0.0
74;f_tra_tokio;electricity_market_sink;costs_investment;electricity;market;[];0;;;;2049;MEUR/a;0.0
75;f_tra_tokio;electricity_market_sink;costs_fixed;electricity;market;[];0;;;;2049;MEUR/a;0.0
76;f_tra_tokio;electricity_market_sink;costs_variable;electricity;market;[];0;;;;2049;MEUR/a;0.0
77;f_tra_tokio;electricity_market_sink;flow_volume;electricity;market;[];0;;;['sec_elec'];2049;GWh;11109.508582661327
78;f_tra_tokio;electricity_market_sink;capacity_inst;electricity;market;[];0;;;;2056;GW;0.0
79;f_tra_tokio;electricity_market_sink;capacity_new;electricity;market;[];0;;;;2056;GW;0.0
80;f_tra_tokio;electricity_market_sink;costs_investment;electricity;market;[];0;;;;2056;MEUR/a;0.0
81;f_tra_tokio;electricity_market_sink;costs_fixed;electricity;market;[];0;;;;2056;MEUR/a;0.0
