"id","region","year","capacity_p_abs_new_max","ef_pri_crude_oil_emi_co2_f_x2x","ef_pri_crude_oil_emi_ch4_f_x2x","ef_pri_crude_oil_emi_n2o_f_x2x","conversion_factor_pri_crude_oil","conversion_factor_sec_gasoline_fos_orig","conversion_factor_sec_diesel_fos_orig","conversion_factor_sec_kerosene_fos_orig","conversion_factor_sec_lpg_orig","conversion_factor_sec_naphtha_fos_orig","conversion_factor_sec_heavy_fuel_oil_orig","conversion_factor_sec_refinery_gas","conversion_factor_sec_heat_low","flow_share_min_sec_gasoline_fos_orig","flow_share_max_sec_gasoline_fos_orig","flow_share_min_sec_diesel_fos_orig","flow_share_max_sec_diesel_fos_orig","flow_share_min_sec_kerosene_fos_orig","flow_share_max_sec_kerosene_fos_orig","flow_share_min_sec_lpg_orig","flow_share_max_sec_lpg_orig","flow_share_min_sec_naphtha_fos_orig","flow_share_max_sec_naphtha_fos_orig","flow_share_min_sec_heavy_fuel_oil_orig","flow_share_max_sec_heavy_fuel_oil_orig","flow_share_min_sec_refinery_gas","flow_share_max_sec_refinery_gas","cost_inv_p","cost_fix_p","cost_var_e","lifetime","wacc","bandwidth_type","version","method","source","comment"
21,"DE",2021,"[0.0]","[34.72957]","[0.017252602]","[2.215966075e-05]","[1.1038]","[1.0]","[1.0]","[1.0]","[1.0]","[1.0]","[1.0]","[1.0]","[0.002691]","[10.0]","[35.0]","[23.0]","[43.0]","[7.0]","[23.0]","[2.0]","[6.0]","[0.0]","[7.0]","[0.0]","[42.0]","[4.0]","[5.0]","[484891.0]","[15759.0]","[0.5388]","[40.0]","global_scalars.wacc","{""capacity_p_abs_new_max"": ""values"", ""ef_pri_crude_oil_emi_co2_f_x2x"": ""values"", ""ef_pri_crude_oil_emi_ch4_f_x2x"": ""values"", ""ef_pri_crude_oil_emi_n2o_f_x2x"": ""values"", ""conversion_factor_pri_crude_oil"": ""values"", ""conversion_factor_sec_gasoline_fos_orig"": ""values"", ""conversion_factor_sec_diesel_fos_orig"": ""values"", ""conversion_factor_sec_kerosene_fos_orig"": ""values"", ""conversion_factor_sec_lpg_orig"": ""values"", ""conversion_factor_sec_naphtha_fos_orig"": ""values"", ""conversion_factor_sec_heavy_fuel_oil_orig"": ""values"", ""conversion_factor_sec_refinery_gas"": ""values"", ""conversion_factor_sec_heat_low"": ""values"", ""flow_share_min_sec_gasoline_fos_orig"": ""values"", ""flow_share_max_sec_gasoline_fos_orig"": ""values"", ""flow_share_min_sec_diesel_fos_orig"": ""values"", ""flow_share_max_sec_diesel_fos_orig"": ""values"", ""flow_share_min_sec_kerosene_fos_orig"": ""values"", ""flow_share_max_sec_kerosene_fos_orig"": ""values"", ""flow_share_min_sec_lpg_orig"": ""values"", ""flow_share_max_sec_lpg_orig"": ""values"", ""flow_share_min_sec_naphtha_fos_orig"": ""values"", ""flow_share_max_sec_naphtha_fos_orig"": ""values"", ""flow_share_min_sec_heavy_fuel_oil_orig"": ""values"", ""flow_share_max_sec_heavy_fuel_oil_orig"": ""values"", ""cost_inv_p"": ""values"", ""flow_share_min_sec_refinery_gas"": ""values"", ""flow_share_max_sec_refinery_gas"": ""values"", ""cost_fix_p"": ""values"", ""cost_var_e"": ""values"", ""lifetime"": ""values"", ""wacc"": """"}","srd_point_sedos","{""ef_pri_crude_oil_emi_co2_f_x2x"": ""literature value"", ""ef_pri_crude_oil_emi_ch4_f_x2x"": ""literature value from t/barrel to kg/MWh"", ""ef_pri_crude_oil_emi_n2o_f_x2x"": ""literature value from t/barrel to kg/MWh"", ""conversion_factor_pri_crude_oil"": ""literature value"", ""conversion_factor_sec_gasoline_fos_orig"": """", ""conversion_factor_sec_diesel_fos_orig"": """", ""conversion_factor_sec_kerosene_fos_orig"": """", ""conversion_factor_sec_lpg_orig"": """", ""conversion_factor_sec_naphtha_fos_orig"": """", ""conversion_factor_sec_heavy_fuel_oil_orig"": """", ""conversion_factor_sec_refinery_gas"": """", ""conversion_factor_sec_heat_low"": """", ""flow_share_min_sec_gasoline_fos_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_gasoline_fos_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_diesel_fos_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_diesel_fos_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_kerosene_fos_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_kerosene_fos_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_lpg_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_lpg_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_naphtha_fos_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_naphtha_fos_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_heavy_fuel_oil_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_heavy_fuel_oil_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_refinery_gas"": ""literature value"", ""flow_share_max_sec_refinery_gas"": ""literature value"", ""cost_inv_p"": ""total cost for a 8 mio. t crude oil per year refinery (because this is the approximate mean of refinery capacity per refinery in Germany) divided by the amount of crude oil input per year which was converted from t to MWh with LHV of crude oil and from MWh in MW with the divison by 8760h/a, monetary conversion from $2022 to €2021."", ""cost_fix_p"": ""based on literature sources, for 8 mio. t/year refinery costs are between 2-5 $/bbl, with the amount of barrels per year and the cost of the refinery this equates to 2-4.5%CAPEX which was multiplied with the column cost_inv_p"", ""cost_var_e"": ""based on literature source assuming 1 $/bbl, conversion into €/MWh with LHV and monetary conversion from $2020 to €2021."", ""lifetime"": ""ownAssumption"", ""wacc"": """"}","{""ef_pri_crude_oil_emi_co2_f_x2x"": ""5ecofysMethodologyFreeAllocation2009"", ""ef_pri_crude_oil_emi_ch4_f_x2x"": ""5lavoieAssessingMethaneEmissions2017"", ""ef_pri_crude_oil_emi_n2o_f_x2x"": ""5sciencebasedtargetsAnnexCH4Emissions2020"", ""conversion_factor_pri_crude_oil"": ""5vaillancourtOilRefineries2014"", ""conversion_factor_sec_gasoline_fos_orig"": """", ""conversion_factor_sec_diesel_fos_orig"": """", ""conversion_factor_sec_kerosene_fos_orig"": """", ""conversion_factor_sec_lpg_orig"": """", ""conversion_factor_sec_naphtha_fos_orig"": """", ""conversion_factor_sec_heavy_fuel_oil_orig"": """", ""conversion_factor_sec_refinery_gas"": """", ""conversion_factor_sec_heat_low"": """", ""flow_share_min_sec_gasoline_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_gasoline_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_diesel_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_diesel_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_kerosene_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_kerosene_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_lpg_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_lpg_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_naphtha_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_naphtha_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_heavy_fuel_oil_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_heavy_fuel_oil_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_refinery_gas"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_refinery_gas"": ""5vaillancourtOilRefineries2014"", ""cost_inv_p"": ""5favennecEconomicsOilRefining2022"", ""cost_fix_p"": ""5favennecEconomicsOilRefining2022,5ieaIEARefineryMargins2012"", ""cost_var_e"": ""5favennecEconomicsOilRefining2022"", ""lifetime"": ""ownAssumption"", ""wacc"": """"}",""
22,"DE",2024,"[]","[34.72957]","[0.017252602]","[2.215966075e-05]","[1.1038]","[1.0]","[1.0]","[1.0]","[1.0]","[1.0]","[1.0]","[1.0]","[0.002691]","[10.0]","[35.0]","[23.0]","[43.0]","[7.0]","[23.0]","[2.0]","[6.0]","[0.0]","[7.0]","[0.0]","[42.0]","[4.0]","[5.0]","[484891.0]","[15759.0]","[0.5388]","[40.0]","global_scalars.wacc","{""capacity_p_abs_new_max"": ""values"", ""ef_pri_crude_oil_emi_co2_f_x2x"": ""values"", ""ef_pri_crude_oil_emi_ch4_f_x2x"": ""values"", ""ef_pri_crude_oil_emi_n2o_f_x2x"": ""values"", ""conversion_factor_pri_crude_oil"": ""values"", ""conversion_factor_sec_gasoline_fos_orig"": ""values"", ""conversion_factor_sec_diesel_fos_orig"": ""values"", ""conversion_factor_sec_kerosene_fos_orig"": ""values"", ""conversion_factor_sec_lpg_orig"": ""values"", ""conversion_factor_sec_naphtha_fos_orig"": ""values"", ""conversion_factor_sec_heavy_fuel_oil_orig"": ""values"", ""conversion_factor_sec_refinery_gas"": ""values"", ""conversion_factor_sec_heat_low"": ""values"", ""flow_share_min_sec_gasoline_fos_orig"": ""values"", ""flow_share_max_sec_gasoline_fos_orig"": ""values"", ""flow_share_min_sec_diesel_fos_orig"": ""values"", ""flow_share_max_sec_diesel_fos_orig"": ""values"", ""flow_share_min_sec_kerosene_fos_orig"": ""values"", ""flow_share_max_sec_kerosene_fos_orig"": ""values"", ""flow_share_min_sec_lpg_orig"": ""values"", ""flow_share_max_sec_lpg_orig"": ""values"", ""flow_share_min_sec_naphtha_fos_orig"": ""values"", ""flow_share_max_sec_naphtha_fos_orig"": ""values"", ""flow_share_min_sec_heavy_fuel_oil_orig"": ""values"", ""flow_share_max_sec_heavy_fuel_oil_orig"": ""values"", ""cost_inv_p"": ""values"", ""flow_share_min_sec_refinery_gas"": ""values"", ""flow_share_max_sec_refinery_gas"": ""values"", ""cost_fix_p"": ""values"", ""cost_var_e"": ""values"", ""lifetime"": ""values"", ""wacc"": """"}","srd_point_sedos","{""ef_pri_crude_oil_emi_co2_f_x2x"": ""literature value"", ""ef_pri_crude_oil_emi_ch4_f_x2x"": ""literature value from t/barrel to kg/MWh"", ""ef_pri_crude_oil_emi_n2o_f_x2x"": ""literature value from t/barrel to kg/MWh"", ""conversion_factor_pri_crude_oil"": ""literature value"", ""conversion_factor_sec_gasoline_fos_orig"": """", ""conversion_factor_sec_diesel_fos_orig"": """", ""conversion_factor_sec_kerosene_fos_orig"": """", ""conversion_factor_sec_lpg_orig"": """", ""conversion_factor_sec_naphtha_fos_orig"": """", ""conversion_factor_sec_heavy_fuel_oil_orig"": """", ""conversion_factor_sec_refinery_gas"": """", ""conversion_factor_sec_heat_low"": """", ""flow_share_min_sec_gasoline_fos_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_gasoline_fos_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_diesel_fos_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_diesel_fos_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_kerosene_fos_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_kerosene_fos_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_lpg_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_lpg_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_naphtha_fos_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_naphtha_fos_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_heavy_fuel_oil_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_heavy_fuel_oil_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_refinery_gas"": ""literature value"", ""flow_share_max_sec_refinery_gas"": ""literature value"", ""cost_inv_p"": ""total cost for a 8 mio. t crude oil per year refinery (because this is the approximate mean of refinery capacity per refinery in Germany) divided by the amount of crude oil input per year which was converted from t to MWh with LHV of crude oil and from MWh in MW with the divison by 8760h/a, monetary conversion from $2022 to €2021."", ""cost_fix_p"": ""based on literature sources, for 8 mio. t/year refinery costs are between 2-5 $/bbl, with the amount of barrels per year and the cost of the refinery this equates to 2-4.5%CAPEX which was multiplied with the column cost_inv_p"", ""cost_var_e"": ""based on literature source assuming 1 $/bbl, conversion into €/MWh with LHV and monetary conversion from $2020 to €2021."", ""lifetime"": ""ownAssumption"", ""wacc"": """"}","{""ef_pri_crude_oil_emi_co2_f_x2x"": ""5ecofysMethodologyFreeAllocation2009"", ""ef_pri_crude_oil_emi_ch4_f_x2x"": ""5lavoieAssessingMethaneEmissions2017"", ""ef_pri_crude_oil_emi_n2o_f_x2x"": ""5sciencebasedtargetsAnnexCH4Emissions2020"", ""conversion_factor_pri_crude_oil"": ""5vaillancourtOilRefineries2014"", ""conversion_factor_sec_gasoline_fos_orig"": """", ""conversion_factor_sec_diesel_fos_orig"": """", ""conversion_factor_sec_kerosene_fos_orig"": """", ""conversion_factor_sec_lpg_orig"": """", ""conversion_factor_sec_naphtha_fos_orig"": """", ""conversion_factor_sec_heavy_fuel_oil_orig"": """", ""conversion_factor_sec_refinery_gas"": """", ""conversion_factor_sec_heat_low"": """", ""flow_share_min_sec_gasoline_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_gasoline_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_diesel_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_diesel_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_kerosene_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_kerosene_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_lpg_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_lpg_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_naphtha_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_naphtha_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_heavy_fuel_oil_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_heavy_fuel_oil_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_refinery_gas"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_refinery_gas"": ""5vaillancourtOilRefineries2014"", ""cost_inv_p"": ""5favennecEconomicsOilRefining2022"", ""cost_fix_p"": ""5favennecEconomicsOilRefining2022,5ieaIEARefineryMargins2012"", ""cost_var_e"": ""5favennecEconomicsOilRefining2022"", ""lifetime"": ""ownAssumption"", ""wacc"": """"}",""
23,"DE",2027,"[]","[34.72957]","[0.017252602]","[2.215966075e-05]","[1.1038]","[1.0]","[1.0]","[1.0]","[1.0]","[1.0]","[1.0]","[1.0]","[0.002691]","[10.0]","[35.0]","[23.0]","[43.0]","[7.0]","[23.0]","[2.0]","[6.0]","[0.0]","[7.0]","[0.0]","[42.0]","[4.0]","[5.0]","[484891.0]","[15759.0]","[0.5388]","[40.0]","global_scalars.wacc","{""capacity_p_abs_new_max"": ""values"", ""ef_pri_crude_oil_emi_co2_f_x2x"": ""values"", ""ef_pri_crude_oil_emi_ch4_f_x2x"": ""values"", ""ef_pri_crude_oil_emi_n2o_f_x2x"": ""values"", ""conversion_factor_pri_crude_oil"": ""values"", ""conversion_factor_sec_gasoline_fos_orig"": ""values"", ""conversion_factor_sec_diesel_fos_orig"": ""values"", ""conversion_factor_sec_kerosene_fos_orig"": ""values"", ""conversion_factor_sec_lpg_orig"": ""values"", ""conversion_factor_sec_naphtha_fos_orig"": ""values"", ""conversion_factor_sec_heavy_fuel_oil_orig"": ""values"", ""conversion_factor_sec_refinery_gas"": ""values"", ""conversion_factor_sec_heat_low"": ""values"", ""flow_share_min_sec_gasoline_fos_orig"": ""values"", ""flow_share_max_sec_gasoline_fos_orig"": ""values"", ""flow_share_min_sec_diesel_fos_orig"": ""values"", ""flow_share_max_sec_diesel_fos_orig"": ""values"", ""flow_share_min_sec_kerosene_fos_orig"": ""values"", ""flow_share_max_sec_kerosene_fos_orig"": ""values"", ""flow_share_min_sec_lpg_orig"": ""values"", ""flow_share_max_sec_lpg_orig"": ""values"", ""flow_share_min_sec_naphtha_fos_orig"": ""values"", ""flow_share_max_sec_naphtha_fos_orig"": ""values"", ""flow_share_min_sec_heavy_fuel_oil_orig"": ""values"", ""flow_share_max_sec_heavy_fuel_oil_orig"": ""values"", ""cost_inv_p"": ""values"", ""flow_share_min_sec_refinery_gas"": ""values"", ""flow_share_max_sec_refinery_gas"": ""values"", ""cost_fix_p"": ""values"", ""cost_var_e"": ""values"", ""lifetime"": ""values"", ""wacc"": """"}","srd_point_sedos","{""ef_pri_crude_oil_emi_co2_f_x2x"": ""literature value"", ""ef_pri_crude_oil_emi_ch4_f_x2x"": ""literature value from t/barrel to kg/MWh"", ""ef_pri_crude_oil_emi_n2o_f_x2x"": ""literature value from t/barrel to kg/MWh"", ""conversion_factor_pri_crude_oil"": ""literature value"", ""conversion_factor_sec_gasoline_fos_orig"": """", ""conversion_factor_sec_diesel_fos_orig"": """", ""conversion_factor_sec_kerosene_fos_orig"": """", ""conversion_factor_sec_lpg_orig"": """", ""conversion_factor_sec_naphtha_fos_orig"": """", ""conversion_factor_sec_heavy_fuel_oil_orig"": """", ""conversion_factor_sec_refinery_gas"": """", ""conversion_factor_sec_heat_low"": """", ""flow_share_min_sec_gasoline_fos_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_gasoline_fos_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_diesel_fos_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_diesel_fos_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_kerosene_fos_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_kerosene_fos_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_lpg_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_lpg_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_naphtha_fos_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_naphtha_fos_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_heavy_fuel_oil_orig"": ""literature value aggregated from minimum of flow share in different World regions currently"", ""flow_share_max_sec_heavy_fuel_oil_orig"": ""literature value aggregated from maximum of flow share in different World regions currently"", ""flow_share_min_sec_refinery_gas"": ""literature value"", ""flow_share_max_sec_refinery_gas"": ""literature value"", ""cost_inv_p"": ""total cost for a 8 mio. t crude oil per year refinery (because this is the approximate mean of refinery capacity per refinery in Germany) divided by the amount of crude oil input per year which was converted from t to MWh with LHV of crude oil and from MWh in MW with the divison by 8760h/a, monetary conversion from $2022 to €2021."", ""cost_fix_p"": ""based on literature sources, for 8 mio. t/year refinery costs are between 2-5 $/bbl, with the amount of barrels per year and the cost of the refinery this equates to 2-4.5%CAPEX which was multiplied with the column cost_inv_p"", ""cost_var_e"": ""based on literature source assuming 1 $/bbl, conversion into €/MWh with LHV and monetary conversion from $2020 to €2021."", ""lifetime"": ""ownAssumption"", ""wacc"": """"}","{""ef_pri_crude_oil_emi_co2_f_x2x"": ""5ecofysMethodologyFreeAllocation2009"", ""ef_pri_crude_oil_emi_ch4_f_x2x"": ""5lavoieAssessingMethaneEmissions2017"", ""ef_pri_crude_oil_emi_n2o_f_x2x"": ""5sciencebasedtargetsAnnexCH4Emissions2020"", ""conversion_factor_pri_crude_oil"": ""5vaillancourtOilRefineries2014"", ""conversion_factor_sec_gasoline_fos_orig"": """", ""conversion_factor_sec_diesel_fos_orig"": """", ""conversion_factor_sec_kerosene_fos_orig"": """", ""conversion_factor_sec_lpg_orig"": """", ""conversion_factor_sec_naphtha_fos_orig"": """", ""conversion_factor_sec_heavy_fuel_oil_orig"": """", ""conversion_factor_sec_refinery_gas"": """", ""conversion_factor_sec_heat_low"": """", ""flow_share_min_sec_gasoline_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_gasoline_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_diesel_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_diesel_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_kerosene_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_kerosene_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_lpg_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_lpg_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_naphtha_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_naphtha_fos_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_heavy_fuel_oil_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_heavy_fuel_oil_orig"": ""5vaillancourtOilRefineries2014"", ""flow_share_min_sec_refinery_gas"": ""5vaillancourtOilRefineries2014"", ""flow_share_max_sec_refinery_gas"": ""5vaillancourtOilRefineries2014"", ""cost_inv_p"": ""5favennecEconomicsOilRefining2022"", ""cost_fix_p"": ""5favennecEconomicsOilRefining2022,5ieaIEARefineryMargins2012"", ""cost_var_e"": ""5favennecEconomicsOilRefining2022"", ""lifetime"": ""ownAssumption"", ""wacc"": """"}",""
